module_id,timestamp,open,high,low,close,volume,timeframe
00002,2025-01-02,94591.7890625,99281.77363184968,91754.0390625,96390.07416465225,12295.752391645108,1d
00002,2025-01-03,96390.07416465225,100560.62622658478,93729.7090461477,97859.69378774609,14060.582068407579,1d
00002,2025-01-04,97859.69378774609,101544.74786210441,95374.84084364402,99030.16833054455,15679.534269773476,1d
00002,2025-01-05,99030.16833054455,102265.17382569137,96716.76318912437,99930.73099116837,17163.64865291498,1d
00002,2025-01-06,99930.73099116837,102751.66823546072,97783.04310690035,100589.81546198747,18523.291512987,1d
00002,2025-01-07,100589.81546198747,103032.36970094194,98600.90635372071,101034.67072742185,19768.168750519584,1d
00002,2025-01-08,101034.67072742185,103133.62986193941,99196.78719001252,101291.08204312506,20907.344512900818,1d
00002,2025-01-09,101291.08204312506,103079.87440512559,99595.9378083191,101383.18278693232,21949.264107245544,1d
00002,2025-01-10,101383.18278693232,102944.13859223745,99773.15347082748,101333.3418961223,22901.77992282472,1d
00002,2025-01-11,101333.3418961223,102768.70896585818,99729.16391936514,101162.11157464837,23772.179430091335,1d
00002,2025-01-12,101162.11157464837,102480.41594064161,99573.48386324495,100888.22506265332,24567.214417818624,1d
00002,2025-01-13,100888.22506265332,102097.78576342766,99323.38150665842,100528.63099216834,25293.13079901733,1d
00002,2025-01-14,100528.63099216834,101637.45764269026,98994.46776688684,100098.55668185625,25955.698522098253,1d
00002,2025-01-15,100098.55668185625,101114.31394921054,98600.77618796434,99611.5919458106,26560.241119917562,1d
00002,2025-01-16,99611.5919458106,100541.54149305898,98154.80168857843,99079.78642912304,27111.66461251456,1d
00002,2025-01-17,99079.78642912304,99930.77380777178,97667.6296423866,98513.7554316829,27614.485523754425,1d
00002,2025-01-18,98513.7554316829,99292.19021833512,97149.0251530538,97922.79025833392,28072.857820719917,1d
00002,2025-01-19,97922.79025833392,98634.65182053037,96607.52045301661,97314.9691868755,28490.598680031533,1d
00002,2025-01-20,97314.9691868755,97965.82318211053,96050.54415551966,96697.26688488184,28871.21297362658,1d
00002,2025-01-21,96697.26688488184,97292.24395739056,95484.50218884007,96075.66025006275,29217.91644320546,1d
00002,2025-01-22,96075.66025006275,96619.52268857871,94914.8788194248,95455.22913867672,29533.657561357883,1d
00002,2025-01-23,95455.22913867672,95952.35006689047,94346.32784308234,94840.25168545384,29821.13805160392,1d
00002,2025-01-24,94840.25168545384,95294.65596751611,93782.78633967106,94234.2929327434,30082.832116368794,1d
